2,1,864.7263793945312,829.1014404296875,193.49925231933594,88.74546813964844,-1,-1,-1,-1
2,2,750.51611328125,826.3121337890625,169.50936889648438,106.51006317138672,-1,-1,-1,-1
2,3,704.1180419921875,766.3452758789062,135.31863403320312,139.697021484375,-1,-1,-1,-1
2,4,407.95892333984375,827.5435180664062,128.7351531982422,124.90917205810547,-1,-1,-1,-1
2,5,598.9586181640625,758.23046875,161.2162628173828,112.2222900390625,-1,-1,-1,-1
3,1,866.239013671875,828.6808471679688,192.6453094482422,89.2105712890625,-1,-1,-1,-1
3,2,750.8872680664062,826.0961303710938,168.5877227783203,106.48908996582031,-1,-1,-1,-1
3,3,706.7736206054688,763.4723510742188,134.04330444335938,141.40380859375,-1,-1,-1,-1
3,4,409.3487854003906,833.9995727539062,140.947021484375,116.79017639160156,-1,-1,-1,-1
3,5,604.2568969726562,755.9265747070312,161.26019287109375,112.58763122558594,-1,-1,-1,-1
4,1,868.24169921875,827.8932495117188,194.10784912109375,89.58843231201172,-1,-1,-1,-1
4,2,750.4885864257812,825.1671142578125,167.8985137939453,106.2576904296875,-1,-1,-1,-1
4,3,709.9424438476562,760.35107421875,130.81642150878906,144.50291442871094,-1,-1,-1,-1
4,4,411.6568603515625,839.6768798828125,150.0678253173828,108.41151428222656,-1,-1,-1,-1
4,5,607.4338989257812,754.9210815429688,162.9825897216797,115.28766632080078,-1,-1,-1,-1
5,1,869.5425415039062,827.3964233398438,193.1305389404297,90.3104248046875,-1,-1,-1,-1
5,2,749.1273803710938,825.207763671875,159.00914001464844,114.26139831542969,-1,-1,-1,-1
5,3,713.6795043945312,756.8670043945312,128.14930725097656,147.57049560546875,-1,-1,-1,-1
5,4,415.232666015625,844.4744873046875,160.21400451660156,97.78308868408203,-1,-1,-1,-1
5,5,614.34423828125,751.2109375,165.3034210205078,119.16959381103516,-1,-1,-1,-1
6,1,871.521240234375,827.31884765625,191.25303649902344,90.814697265625,-1,-1,-1,-1
6,2,754.2992553710938,827.6919555664062,150.75665283203125,125.48528289794922,-1,-1,-1,-1
6,3,717.2655029296875,755.22607421875,127.1385269165039,150.469482421875,-1,-1,-1,-1
6,4,419.1711730957031,849.688232421875,173.05545043945312,90.73370361328125,-1,-1,-1,-1
6,5,617.5432739257812,750.84130859375,168.66925048828125,121.49710083007812,-1,-1,-1,-1
7,1,874.39990234375,826.231201171875,188.99281311035156,91.96842956542969,-1,-1,-1,-1
7,2,736.991455078125,794.650390625,146.12579345703125,138.44955444335938,-1,-1,-1,-1
7,3,720.59326171875,754.5302124023438,124.71189880371094,153.1141357421875,-1,-1,-1,-1
7,4,424.1587829589844,853.8359375,178.01039123535156,84.7729263305664,-1,-1,-1,-1
7,5,620.73876953125,744.741455078125,164.3670196533203,120.99237060546875,-1,-1,-1,-1
8,1,876.154296875,825.0912475585938,190.42372131347656,85.92179107666016,-1,-1,-1,-1
8,2,746.9960327148438,789.2625122070312,156.1050262451172,115.39450073242188,-1,-1,-1,-1
8,3,722.3632202148438,752.329345703125,128.01332092285156,159.00607299804688,-1,-1,-1,-1
8,4,428.5334167480469,856.0061645507812,184.3096160888672,80.83863067626953,-1,-1,-1,-1
8,5,623.1591186523438,743.277099609375,163.4359130859375,125.44356536865234,-1,-1,-1,-1
9,1,886.8704223632812,824.6969604492188,180.9911651611328,86.3191146850586,-1,-1,-1,-1
9,2,799.3357543945312,817.9972534179688,191.59451293945312,63.23521041870117,-1,-1,-1,-1
9,3,726.3396606445312,750.5478515625,127.67593383789062,164.81993103027344,-1,-1,-1,-1
9,4,434.2503662109375,858.3212890625,183.3542022705078,77.30988311767578,-1,-1,-1,-1
9,5,625.6083374023438,741.63818359375,161.4231719970703,127.43331146240234,-1,-1,-1,-1
10,1,889.6474609375,824.540771484375,184.0359649658203,85.51717376708984,-1,-1,-1,-1
10,2,806.0155639648438,811.0298461914062,192.33180236816406,51.51933288574219,-1,-1,-1,-1
10,3,731.6925048828125,743.1175537109375,135.5446319580078,153.15028381347656,-1,-1,-1,-1
10,4,444.5903625488281,863.0549926757812,183.91146850585938,69.83895874023438,-1,-1,-1,-1
10,5,628.0026245117188,740.30859375,162.63279724121094,129.5980224609375,-1,-1,-1,-1
